task,condition,seed,phase,episode,success,obstacles_passed,steps,death,return,action_entropy,state_dependence,state_dependence_definition,action_counts,returns,attempted_returns,bricks_destroyed,interceptions,misses,completion,food,length
flappy,biological,0,after,31,0.0,0,22,boundary,-0.7993,0.30463609734923613,0.09090909090909094,"action-diversity proxy, not a causal state-dependence test","[20, 2]",,,,,,,,
flappy,biological,0,after,32,0.0,0,20,boundary,-0.816401258748159,0.19851524334587062,0.050000000000000044,"action-diversity proxy, not a causal state-dependence test","[19, 1]",,,,,,,,
flappy,biological,0,after,33,0.0,0,20,boundary,-0.8168512293954139,0.19851524334587062,0.050000000000000044,"action-diversity proxy, not a causal state-dependence test","[19, 1]",,,,,,,,
flappy,biological,0,after,34,0.0,0,20,boundary,-0.8123304114623934,0.19851524334587062,0.050000000000000044,"action-diversity proxy, not a causal state-dependence test","[19, 1]",,,,,,,,
flappy,biological,0,after,35,0.0,0,22,boundary,-0.7931951161924059,0.30463609734923613,0.09090909090909094,"action-diversity proxy, not a causal state-dependence test","[20, 2]",,,,,,,,
flappy,biological,0,after,36,0.0,0,20,boundary,-0.8092400071867825,0.19851524334587062,0.050000000000000044,"action-diversity proxy, not a causal state-dependence test","[19, 1]",,,,,,,,
flappy,biological,0,after,37,0.0,0,22,boundary,-0.7993,0.30463609734923613,0.09090909090909094,"action-diversity proxy, not a causal state-dependence test","[20, 2]",,,,,,,,
flappy,biological,0,after,38,0.0,0,20,boundary,-0.8188,0.19851524334587062,0.050000000000000044,"action-diversity proxy, not a causal state-dependence test","[19, 1]",,,,,,,,
flappy,biological,0,after,39,0.0,0,20,boundary,-0.8188,0.19851524334587062,0.050000000000000044,"action-diversity proxy, not a causal state-dependence test","[19, 1]",,,,,,,,
flappy,biological,0,random,0,0.0,0,23,pipe,-0.7831600000000001,0.5739644913933215,0.26086956521739135,"action-diversity proxy, not a causal state-dependence test","[17, 6]",,,,,,,,
flappy,biological,0,random,1,0.0,0,11,boundary,-0.9056173974697531,0.6890092384766566,0.4545454545454546,"action-diversity proxy, not a causal state-dependence test","[5, 6]",,,,,,,,
flappy,biological,0,random,2,0.0,0,12,boundary,-0.89846,0.6931471805599433,0.5,"action-diversity proxy, not a causal state-dependence test","[6, 6]",,,,,,,,
flappy,biological,0,random,3,0.0,0,16,boundary,-0.85924,0.6615632381579801,0.375,"action-diversity proxy, not a causal state-dependence test","[10, 6]",,,,,,,,
flappy,biological,0,random,4,0.0,0,11,boundary,-0.9092,0.6890092384766566,0.4545454545454546,"action-diversity proxy, not a causal state-dependence test","[6, 5]",,,,,,,,
flappy,biological,0,random,5,0.0,0,11,boundary,-0.9037773416953022,0.6554817739013907,0.36363636363636365,"action-diversity proxy, not a causal state-dependence test","[7, 4]",,,,,,,,
flappy,biological,0,random,6,0.0,0,18,boundary,-0.8357607547629344,0.6365141682948108,0.33333333333333337,"action-diversity proxy, not a causal state-dependence test","[12, 6]",,,,,,,,
flappy,biological,0,random,7,0.0,0,12,boundary,-0.8912098371838629,0.6365141682948108,0.33333333333333337,"action-diversity proxy, not a causal state-dependence test","[8, 4]",,,,,,,,
flappy,biological,0,random,8,0.0,0,12,boundary,-0.892337584595646,0.6791932659915236,0.41666666666666663,"action-diversity proxy, not a causal state-dependence test","[7, 5]",,,,,,,,
flappy,biological,0,random,9,0.0,0,10,boundary,-0.912634351760206,0.6931471805599433,0.5,"action-diversity proxy, not a causal state-dependence test","[5, 5]",,,,,,,,
flappy,biological,0,random,10,0.0,0,13,boundary,-0.8830639264175879,0.6901856760188022,0.46153846153846156,"action-diversity proxy, not a causal state-dependence test","[7, 6]",,,,,,,,
flappy,biological,0,random,11,0.0,0,11,boundary,-0.90936,0.5859526183035488,0.2727272727272727,"action-diversity proxy, not a causal state-dependence test","[3, 8]",,,,,,,,
flappy,biological,0,random,12,0.0,0,13,boundary,-0.8894,0.6662784424146739,0.3846153846153846,"action-diversity proxy, not a causal state-dependence test","[8, 5]",,,,,,,,
flappy,biological,0,random,13,0.0,0,10,boundary,-0.919,0.6931471805599433,0.5,"action-diversity proxy, not a causal state-dependence test","[5, 5]",,,,,,,,
flappy,biological,0,random,14,0.0,0,11,boundary,-0.9089930604812136,0.6890092384766566,0.4545454545454546,"action-diversity proxy, not a causal state-dependence test","[5, 6]",,,,,,,,
flappy,biological,0,random,15,0.0,0,12,boundary,-0.8923853626270402,0.6931471805599433,0.5,"action-diversity proxy, not a causal state-dependence test","[6, 6]",,,,,,,,
flappy,biological,0,random,16,0.0,0,13,boundary,-0.8876213221747866,0.6901856760188022,0.46153846153846156,"action-diversity proxy, not a causal state-dependence test","[7, 6]",,,,,,,,
flappy,biological,0,random,17,0.0,0,13,boundary,-0.8818409945975919,0.6901856760188022,0.46153846153846156,"action-diversity proxy, not a causal state-dependence test","[7, 6]",,,,,,,,
flappy,biological,0,random,18,0.0,0,9,boundary,-0.9233904809849328,0.5297061990576525,0.2222222222222222,"action-diversity proxy, not a causal state-dependence test","[2, 7]",,,,,,,,
flappy,biological,0,random,19,0.0,0,10,boundary,-0.919,0.6730116670092545,0.4,"action-diversity proxy, not a causal state-dependence test","[4, 6]",,,,,,,,
flappy,biological,0,random,20,0.0,0,11,boundary,-0.9092,0.6554817739013907,0.36363636363636365,"action-diversity proxy, not a causal state-dependence test","[4, 7]",,,,,,,,
flappy,biological,0,random,21,0.0,0,12,boundary,-0.8983420210794097,0.6791932659915236,0.41666666666666663,"action-diversity proxy, not a causal state-dependence test","[7, 5]",,,,,,,,
flappy,biological,0,random,22,0.0,0,11,boundary,-0.9049596727285336,0.5859526183035488,0.2727272727272727,"action-diversity proxy, not a causal state-dependence test","[3, 8]",,,,,,,,
flappy,biological,0,random,23,0.0,0,11,boundary,-0.909,0.6554817739013907,0.36363636363636365,"action-diversity proxy, not a causal state-dependence test","[4, 7]",,,,,,,,
flappy,biological,0,random,24,0.0,0,10,boundary,-0.91864,0.6730116670092545,0.4,"action-diversity proxy, not a causal state-dependence test","[4, 6]",,,,,,,,
flappy,biological,0,random,25,0.0,0,10,boundary,-0.9137509637400539,0.6108643020548915,0.30000000000000004,"action-diversity proxy, not a causal state-dependence test","[3, 7]",,,,,,,,
flappy,biological,0,random,26,0.0,0,11,boundary,-0.9092,0.6890092384766566,0.4545454545454546,"action-diversity proxy, not a causal state-dependence test","[6, 5]",,,,,,,,
flappy,biological,0,random,27,0.0,0,10,boundary,-0.9101580384686446,0.6730116670092545,0.4,"action-diversity proxy, not a causal state-dependence test","[4, 6]",,,,,,,,
flappy,biological,0,random,28,0.0,0,10,boundary,-0.91864,0.6931471805599433,0.5,"action-diversity proxy, not a causal state-dependence test","[5, 5]",,,,,,,,
flappy,biological,0,random,29,0.0,0,12,boundary,-0.89938,0.6791932659915236,0.41666666666666663,"action-diversity proxy, not a causal state-dependence test","[7, 5]",,,,,,,,
flappy,biological,0,random,30,0.0,0,14,boundary,-0.8770781279872353,0.6931471805599433,0.5,"action-diversity proxy, not a causal state-dependence test","[7, 7]",,,,,,,,
flappy,biological,0,random,31,0.0,0,10,boundary,-0.9182440921517121,0.6931471805599433,0.5,"action-diversity proxy, not a causal state-dependence test","[5, 5]",,,,,,,,
flappy,biological,0,random,32,0.0,0,10,boundary,-0.919,0.6730116670092545,0.4,"action-diversity proxy, not a causal state-dependence test","[4, 6]",,,,,,,,
flappy,biological,0,random,33,0.0,0,11,boundary,-0.909,0.6890092384766566,0.4545454545454546,"action-diversity proxy, not a causal state-dependence test","[5, 6]",,,,,,,,
flappy,biological,0,random,34,0.0,0,12,boundary,-0.8990199999999999,0.6365141682948108,0.33333333333333337,"action-diversity proxy, not a causal state-dependence test","[8, 4]",,,,,,,,
flappy,biological,0,random,35,0.0,0,10,boundary,-0.91936,0.5004024235381859,0.19999999999999996,"action-diversity proxy, not a causal state-dependence test","[2, 8]",,,,,,,,
flappy,biological,0,random,36,0.0,0,10,boundary,-0.91864,0.6730116670092545,0.4,"action-diversity proxy, not a causal state-dependence test","[4, 6]",,,,,,,,
flappy,biological,0,random,37,0.0,0,12,boundary,-0.8915405885804139,0.6791932659915236,0.41666666666666663,"action-diversity proxy, not a causal state-dependence test","[5, 7]",,,,,,,,
flappy,biological,0,random,38,0.0,0,11,boundary,-0.9040544983419928,0.6890092384766566,0.4545454545454546,"action-diversity proxy, not a causal state-dependence test","[5, 6]",,,,,,,,
flappy,biological,0,random,39,0.0,0,10,boundary,-0.9130885342024098,0.6931471805599433,0.5,"action-diversity proxy, not a causal state-dependence test","[5, 5]",,,,,,,,
flappy,biological,0,heuristic,0,0.0,0,23,pipe,-0.78454,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[21, 2]",,,,,,,,
flappy,biological,0,heuristic,1,0.16666666666666666,1,46,pipe,0.4508826025302466,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[42, 4]",,,,,,,,
flappy,biological,0,heuristic,2,0.0,0,23,pipe,-0.78364,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[21, 2]",,,,,,,,
flappy,biological,0,heuristic,3,0.0,0,23,pipe,-0.78088,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[21, 2]",,,,,,,,
flappy,biological,0,heuristic,4,0.0,0,23,pipe,-0.78088,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[21, 2]",,,,,,,,
flappy,biological,0,heuristic,5,0.3333333333333333,2,69,pipe,1.6834177728942734,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[63, 6]",,,,,,,,
flappy,biological,0,heuristic,6,0.16666666666666666,1,46,pipe,0.44562063178478084,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[42, 4]",,,,,,,,
flappy,biological,0,heuristic,7,0.16666666666666666,1,43,boundary,0.4183501628161368,0.3594451475127892,0.11627906976744184,"action-diversity proxy, not a causal state-dependence test","[38, 5]",,,,,,,,
flappy,biological,0,heuristic,8,0.3333333333333333,2,69,pipe,1.685682415404354,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[63, 6]",,,,,,,,
flappy,biological,0,heuristic,9,0.3333333333333333,2,69,pipe,1.6846456482397936,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[63, 6]",,,,,,,,
flappy,biological,0,heuristic,10,0.16666666666666666,1,46,pipe,0.45039607358241174,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[42, 4]",,,,,,,,
flappy,biological,0,heuristic,11,0.0,0,23,pipe,-0.7792399999999999,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[21, 2]",,,,,,,,
flappy,biological,0,heuristic,12,0.0,0,23,pipe,-0.7792399999999999,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[21, 2]",,,,,,,,
flappy,biological,0,heuristic,13,0.0,0,23,pipe,-0.78454,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[21, 2]",,,,,,,,
flappy,biological,0,heuristic,14,0.0,0,23,pipe,-0.7845330604812136,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[21, 2]",,,,,,,,
flappy,biological,0,heuristic,15,0.16666666666666666,1,46,pipe,0.45323463737295966,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[42, 4]",,,,,,,,
flappy,biological,0,heuristic,16,0.16666666666666666,1,46,pipe,0.44563867782521327,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[42, 4]",,,,,,,,
flappy,biological,0,heuristic,17,0.3333333333333333,2,69,pipe,1.6818590054024076,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[63, 6]",,,,,,,,
flappy,biological,0,heuristic,18,0.16666666666666666,1,46,pipe,0.4491095190150669,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[42, 4]",,,,,,,,
flappy,biological,0,heuristic,19,0.0,0,23,pipe,-0.7792399999999999,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[21, 2]",,,,,,,,
flappy,biological,0,heuristic,20,0.0,0,23,pipe,-0.78216,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[21, 2]",,,,,,,,
flappy,biological,0,heuristic,21,0.0,0,23,pipe,-0.7842420210794098,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[21, 2]",,,,,,,,
flappy,biological,0,heuristic,22,0.16666666666666666,1,46,pipe,0.4490003272714662,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[42, 4]",,,,,,,,
flappy,biological,0,heuristic,23,0.0,0,23,pipe,-0.78308,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[21, 2]",,,,,,,,
flappy,biological,0,heuristic,24,0.0,0,23,pipe,-0.78088,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[21, 2]",,,,,,,,
flappy,biological,0,heuristic,25,0.16666666666666666,1,46,pipe,0.44858903625994606,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[42, 4]",,,,,,,,
flappy,biological,0,heuristic,26,0.0,0,23,pipe,-0.78308,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[21, 2]",,,,,,,,
flappy,biological,0,heuristic,27,0.16666666666666666,1,46,pipe,0.45632196153135496,0.34377956394459036,0.10869565217391308,"action-diversity proxy, not a causal state-dependence test","[41, 5]",,,,,,,,
flappy,biological,0,heuristic,28,0.0,0,23,pipe,-0.78456,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[21, 2]",,,,,,,,
flappy,biological,0,heuristic,29,0.0,0,23,pipe,-0.7792399999999999,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[21, 2]",,,,,,,,
flappy,biological,0,heuristic,30,0.16666666666666666,1,46,pipe,0.4461818720127646,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[42, 4]",,,,,,,,
flappy,biological,0,heuristic,31,0.0,0,23,pipe,-0.783984092151712,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[21, 2]",,,,,,,,
flappy,biological,0,heuristic,32,0.0,0,23,pipe,-0.78308,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[21, 2]",,,,,,,,
flappy,biological,0,heuristic,33,0.0,0,23,pipe,-0.78416,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[21, 2]",,,,,,,,
flappy,biological,0,heuristic,34,0.0,0,23,pipe,-0.78088,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[21, 2]",,,,,,,,
flappy,biological,0,heuristic,35,0.0,0,23,pipe,-0.78088,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[21, 2]",,,,,,,,
flappy,biological,0,heuristic,36,0.0,0,23,pipe,-0.7792399999999999,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[21, 2]",,,,,,,,
flappy,biological,0,heuristic,37,0.16666666666666666,1,46,pipe,0.45171941141958594,0.2954391918721141,0.08695652173913049,"action-diversity proxy, not a causal state-dependence test","[42, 4]",,,,,,,,
